표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7012510004,12510,더존비즈온보통주,더존비즈온,DOUZONE BIZON,1988.10.28,KOSPI,주권,,보통주,500,30382784
KR7302920004,302920,더콘텐츠온,더콘텐츠온,TCO,2018.8.13,KONEX,주권,일반기업부,보통주,500,4552359
KR7213420003,213420,덕산네오룩스,덕산네오룩스,"DUK SAN NEOLUX CO.,LTD",2015.2.6,KOSDAQ,주권,우량기업부,보통주,200,24010012
KR7317330009,317330,덕산테코피아,덕산테코피아,"Duksan Techopia Co., Ltd.",2019.8.2,KOSDAQ,주권,우량기업부,보통주,500,18377428
KR7077360006,77360,덕산하이메탈,덕산하이메탈,"DUK SAN HI METAL CO.,LTD.",2005.10.14,KOSDAQ,주권,우량기업부,보통주,200,22718501
KR7004831004,4835,덕성1우선주,덕성우,Duksung(1P),1989.12.19,KOSPI,주권,,구형우선주,500,1392000
KR7004830006,4830,덕성보통주,덕성,Duksung,1987.9.25,KOSPI,주권,,보통주,500,15680000
KR7090410002,90410,덕신하우징,덕신하우징,"DUCKSHIN HOUSING CO., LTD.",2014.8.1,KOSDAQ,주권,중견기업부,보통주,100,46084095
KR7024900003,24900,덕양산업보통주,덕양산업,DuckYangIndustry,1997.6.23,KOSPI,주권,,보통주,500,32564980
KR7263600009,263600,덕우전자,덕우전자,"DERKWOO ELECTRONICS CO.,LTD.",2017.8.28,KOSDAQ,주권,우량기업부,보통주,500,15930310
KR7194480000,194480,데브시스터즈,데브시스터즈,Devsisters corporation,2014.10.6,KOSDAQ,주권,벤처기업부,보통주,500,11466600
KR7348840000,348840,데이드림엔터테인먼트,데이드림엔터,Daydream,2020.8.18,KONEX,주권,일반기업부,보통주,500,842500
KR7263800005,263800,데이타솔루션,데이타솔루션,"Datasolution, Inc.",2017.8.3,KOSDAQ,주권,중견기업부,보통주,500,16110580
KR7199150004,199150,데이터스트림즈,데이터스트림즈,Data Streams Corp.,2014.6.25,KONEX,주권,일반기업부,보통주,500,4189773
KR7206560005,206560,덱스터스튜디오,덱스터,"Dexter studios Co., Ltd.",2015.12.22,KOSDAQ,주권,기술성장기업부,보통주,500,25358136
KR7261200000,261200,덴티스,덴티스,"DENTIS CO.,LTD",2017.6.26,KOSDAQ,주권,벤처기업부,보통주,500,14757890
KR7145720009,145720,덴티움보통주,덴티움,DENTIUM,2017.3.15,KOSPI,주권,,보통주,500,11068830
KR7227420007,227420,도부마스크,도부마스크,DOBU MASK,2016.12.28,KONEX,주권,일반기업부,보통주,500,8615603
KR7067990002,67990,도이치모터스,도이치모터스,DEUTSCH MOTORS INC.,2004.12.3,KOSDAQ,주권,우량기업부,보통주,500,29623706
KR7002150001,2150,도화엔지니어링보통주,도화엔지니어링,DOHWA ENGINEERING,2010.8.12,KOSPI,주권,,보통주,500,33720000
KR7006620009,6620,동구바이오제약,동구바이오제약,"DongKoo Bio & Pharma Co., Ltd.",2018.2.13,KOSDAQ,주권,우량기업부,보통주,500,28464992
KR7005160007,5160,동국산업,동국산업,DONGKUK INDUSTRIES COMPANY,1999.6.25,KOSDAQ,주권,우량기업부,보통주,1000,54244482
KR7075970004,75970,동국알앤에스,동국알앤에스,"DONGKUK REFRACTORIES & STEEL CO., LTD.",2004.2.13,KOSDAQ,주권,중견기업부,보통주,1000,18400000
KR7100130004,100130,동국에스엔씨,동국S&C,DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED,2009.8.31,KOSDAQ,주권,중견기업부,보통주,500,57143000
KR7001230002,1230,동국제강보통주,동국제강,DongkukSteelMill,1988.5.9,KOSPI,주권,,보통주,5000,95432737
KR7086450004,86450,동국제약,동국제약,"DongKook Pharmaceutical Co.,Ltd.",2007.5.29,KOSDAQ,주권,우량기업부,보통주,500,44460000
KR7004140000,4140,동방보통주,동방,DongbangTransport&Logistics,1988.8.10,KOSPI,주권,,보통주,1000,39971766
KR7099410003,99410,동방선기,동방선기,"Dongbang Ship Machinery Co., Ltd",2009.11.10,KOSDAQ,주권,관리종목(소속부없음),보통주,500,13541002
KR7007590003,7590,동방아그로보통주,동방아그로,DongbangAgro,1977.6.29,KOSPI,주권,,보통주,500,13617577
KR7005961008,5965,동부건설1우선주,동부건설우,Dongbu(1P),1990.6.21,KOSPI,주권,,구형우선주,5000,225732
KR7005960000,5960,동부건설보통주,동부건설,Dongbu Corporation,1978.10.30,KOSPI,주권,,보통주,5000,22738844
KR7026960005,26960,동서보통주,동서,DONGSUH,2016.7.15,KOSPI,주권,,보통주,500,99700000
KR7002210003,2210,동성제약보통주,동성제약,DongsungPharmaceutical,1990.1.19,KOSPI,주권,,보통주,1000,26100970
KR7102260007,102260,동성케미컬보통주,동성케미컬,"DONGSUNG CHEMICAL Co., Ltd.",2008.6.23,KOSPI,주권,,보통주,1000,49689728
KR7033500000,33500,동성화인텍,동성화인텍,"DONGSUNG FINETEC CO., Ltd",1997.12.19,KOSDAQ,주권,우량기업부,보통주,500,28962123
KR7025950007,25950,동신건설,동신건설,DongshinEngineering&Construction,1995.8.7,KOSDAQ,주권,중견기업부,보통주,500,8400000
KR7000640003,640,동아쏘시오홀딩스보통주,동아쏘시오홀딩스,Dong-A Socio Holdings,1970.2.10,KOSPI,주권,,보통주,5000,6347506
KR7170900005,170900,동아에스티보통주,동아에스티,Donga ST,2013.4.8,KOSPI,주권,,보통주,5000,8444147
KR7088130000,88130,동아엘텍,동아엘텍,"DONG A ELTEK Co., Ltd",2007.1.3,KOSDAQ,주권,우량기업부,보통주,500,10662938
KR7028100006,28100,동아지질보통주,동아지질,Dong-Ah Geological Engineering Company,2009.6.12,KOSPI,주권,,보통주,500,11500000
KR7282690007,282690,동아타이어공업보통주,동아타이어,DONG AH TIRE,2017.11.29,KOSPI,주권,,보통주,500,13733015
KR7041930009,41930,동아화성,동아화성,"DONG-A HWA SUNG CO.,LTD",2001.12.26,KOSDAQ,주권,우량기업부,보통주,500,15800000
KR7001521004,1525,동양1우선주,동양우,TONGYANG(1P),1989.9.30,KOSPI,주권,,구형우선주,500,617731
KR7001522002,1527,동양2우선주(신형),동양2우B,TONGYANG(2PB),1999.1.28,KOSPI,주권,,신형우선주,500,308569
KR7001523000,1529,동양3우선주(신형),동양3우B,TONGYANG(3PB),2007.8.3,KOSPI,주권,,신형우선주,500,89722
KR7084670009,84670,동양고속보통주,동양고속,DONGYANG EXPRESS CORP.,2005.7.25,KOSPI,주권,,보통주,5000,2895569
KR7001520006,1520,동양보통주,동양,TONGYANG,1976.6.25,KOSPI,주권,,보통주,500,238684063
KR7082640004,82640,동양생명보험보통주,동양생명,TONGYANG LIFE INSURANCE,2009.10.8,KOSPI,주권,,보통주,5000,161358585
KR7060380003,60380,동양에스텍,동양에스텍,"Dongyang S·TEC Co., Ltd.",2002.2.5,KOSDAQ,주권,중견기업부,보통주,500,19700000
KR7079960001,79960,동양이엔피,동양이엔피,DONGYANG E&P INC.,2005.2.1,KOSDAQ,주권,우량기업부,보통주,500,7860000
KR7008970006,8970,동양철관보통주,동양철관,DongyangSteelPipe,1977.3.5,KOSPI,주권,,보통주,500,118885290
KR7228340006,228340,동양파일,동양파일,"TONGYANG PILE, Inc.",2016.4.6,KOSDAQ,주권,중견기업부,보통주,500,20000000
KR7092780006,92780,동양피스톤보통주,동양피스톤,DONGYANG PISTON,2017.12.8,KOSPI,주권,,보통주,500,13168460
KR7088910005,88910,동우팜투테이블,동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",2006.6.23,KOSDAQ,주권,우량기업부,보통주,500,25831764
KR7094170008,94170,동운아나텍,동운아나텍,"DONGWOON ANATECH CO.,LTD.",2015.6.30,KOSDAQ,주권,벤처기업부,보통주,500,17577506
KR7049770001,49770,동원F&B보통주,동원F&B,"DongwonF&B Co.,Ltd.",2000.11.23,KOSPI,주권,,보통주,5000,3859124
KR7013120001,13120,동원개발,동원개발,DongwonDevelopment,1994.12.29,KOSDAQ,주권,우량기업부,보통주,500,90808100
KR7018500009,18500,동원금속보통주,동원금속,DONGWON METAL,1995.11.10,KOSPI,주권,,보통주,500,46754933
KR7006040000,6040,동원산업보통주,동원산업,DongwonIndustries,1989.3.7,KOSPI,주권,,보통주,5000,3677641
KR7030720007,30720,동원수산보통주,동원수산,DongwonFisheries,1996.11.22,KOSPI,주권,,보통주,5000,4653805
KR7014821003,14825,동원시스템즈1우선주,동원시스템즈우,Dongwon Systems Corporation(1P),1995.1.21,KOSPI,주권,,구형우선주,5000,265358
KR7014820005,14820,동원시스템즈보통주,동원시스템즈,Dongwon Systems Corporation,1994.3.29,KOSPI,주권,,보통주,5000,29188411
KR7163560006,163560,동일고무벨트보통주,동일고무벨트,DRB Industrial,2012.10.19,KOSPI,주권,,보통주,500,13900000
KR7109860007,109860,동일금속,동일금속,"DONGIL METAL CO., LTD.",2009.7.28,KOSDAQ,주권,우량기업부,보통주,500,7000000
KR7032960007,32960,동일기연,동일기연,DongilTechnology,1997.7.18,KOSDAQ,주권,벤처기업부,보통주,500,3503285
KR7004890000,4890,동일산업보통주,동일산업,"DONGILINDUSTRIESCO.,LTD",2005.6.30,KOSPI,주권,,보통주,5000,2425215
KR7002690006,2690,동일제강보통주,동일제강,"DONG IL STEEL MFG CO., LTD",2015.9.24,KOSPI,주권,,보통주,500,15000000
KR7023790009,23790,동일철강,동일철강,DongilSteel,1994.11.7,KOSDAQ,주권,중견기업부,보통주,500,7345085
KR7005290002,5290,동진쎄미켐,동진쎄미켐,"DONGJIN SEMICHEM CO., LTD.",1999.12.21,KOSDAQ,주권,우량기업부,보통주,500,51414494
KR7025900002,25900,동화기업,동화기업,"DONGWHA ENTERPRISE CO., LTD.",1995.8.7,KOSDAQ,주권,우량기업부,보통주,500,20201177
KR7000020008,20,동화약품보통주,동화약품,DongwhaPharm,1976.3.24,KOSPI,주권,,보통주,1000,27931470
KR7000151001,155,두산1우선주,두산우,DOOSAN(1P),1986.7.31,KOSPI,주권,,구형우선주,5000,3996462
KR7000152009,157,두산2우선주(신형),두산2우B,DOOSAN(2PB),1999.12.3,KOSPI,주권,,신형우선주,5000,893038
KR7241560002,241560,두산밥캣보통주,두산밥캣,Doosan Bobcat,2016.11.18,KOSPI,주권,,보통주,500,100249166
KR7000150003,150,두산보통주,두산,DOOSAN,1973.6.29,KOSPI,주권,,보통주,5000,16523835
KR7034020008,34020,두산중공업보통주,두산중공업,DoosanHeavyIndustriesandConstruction,2000.10.25,KOSPI,주권,,보통주,5000,518707291
KR733626K013,33626K,두산퓨얼셀1우선주,두산퓨얼셀1우,Doosan Fuel Cell(1P),2019.10.18,KOSPI,주권,,구형우선주,100,13364200
KR733626K021,33626L,두산퓨얼셀2우선주(신형),두산퓨얼셀2우B,Doosan Fuel Cell(2PB),2019.10.18,KOSPI,주권,,신형우선주,100,2986300
KR7336260005,336260,두산퓨얼셀보통주,두산퓨얼셀,Doosan Fuel Cell,2019.10.18,KOSPI,주권,,보통주,100,65493726
KR7016740003,16740,두올보통주,두올,DUAL,2016.7.29,KOSPI,주권,,보통주,2500,33066680
KR7073190001,73190,듀오백,듀오백,"DUOBACK CO., LTD.",2004.2.6,KOSDAQ,주권,중견기업부,보통주,500,11968040
KR7176750008,176750,듀켐바이오,듀켐바이오,"DuChemBio Co.,LTD.",2014.12.29,KONEX,주권,일반기업부,보통주,500,26986813
KR7030350003,30350,드래곤플라이,드래곤플라이,"Dragonfly GF Co., Ltd.",1997.11.10,KOSDAQ,주권,중견기업부,보통주,500,29547958
KR7203650007,203650,드림시큐리티,드림시큐리티,"Dream Security Co.,Ltd.",2014.10.13,KOSDAQ,주권,벤처기업부,보통주,100,50605754
KR7223250002,223250,드림씨아이에스,드림씨아이에스,DreamCIS INC.,2020.5.22,KOSDAQ,주권,중견기업부,보통주,500,5659054
KR7060570009,60570,드림어스컴퍼니,드림어스컴퍼니,Dreamus Company,2003.12.19,KOSDAQ,주권,중견기업부,보통주,500,56859847
KR7192650000,192650,드림텍보통주,드림텍,DREAMTECH,2019.3.14,KOSPI,주권,,보통주,100,65343271
KR7217620004,217620,디딤,디딤,Didim Inc.,2015.6.10,KOSDAQ,주권,중견기업부,보통주,100,38039353
KR7187870001,187870,디바이스이엔지,디바이스이엔지,"Device ENG CO.,Ltd",2017.12.20,KOSDAQ,주권,우량기업부,보통주,500,7036609
KR7367340007,367340,디비금융제8호기업인수목적,DB금융스팩8호,"DB Finance No.8 Special Purpose Acquisition Co., Ltd.",2020.12.9,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6050000
KR7367360005,367360,디비금융제9호기업인수목적,DB금융스팩9호,"DB Finance No.9 Special Purpose Acquisition Co., Ltd.",2021.3.16,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4840000
KR7066670001,66670,디스플레이테크,디스플레이텍,"Display Tech Co.,Ltd",2002.12.30,KOSDAQ,주권,중견기업부,보통주,500,18691918
KR7024090003,24090,디씨엠보통주,디씨엠,DCMCorp.,1999.8.18,KOSPI,주권,,보통주,500,11700000
KR7003160009,3160,디아이보통주,디아이,DI,1996.7.31,KOSPI,주권,,보통주,500,31496785
KR7092200005,92200,디아이씨 보통주,디아이씨,DAE-IL Corporation,2007.10.18,KOSPI,주권,,보통주,500,38888569
KR7110990009,110990,디아이티,디아이티,"Digital Imaging Technology, Inc.",2018.8.7,KOSDAQ,주권,우량기업부,보통주,100,18900000
KR7004840005,4840,디알비동일보통주,DRB동일,"DRB Holding Co.,Ltd",1976.5.21,KOSPI,주권,,보통주,500,19930000
KR7263690000,263690,디알젬,디알젬,DRGEM CORPORATION,2018.11.22,KOSDAQ,주권,우량기업부,보통주,500,11325610
KR7214680001,214680,디알텍,디알텍,DRTECH Corporation,2015.4.20,KOSDAQ,주권,벤처기업부,보통주,100,56583437
KR7377190004,377190,디앤디플랫폼리츠보통주,디앤디플랫폼리츠,D&D platform REIT,2021.8.27,KOSPI,부동산투자회사,,보통주,1000,64400000
KR7263720005,263720,디앤씨미디어,디앤씨미디어,"D&C MEDIA CO.,LTD.",2017.8.1,KOSDAQ,주권,벤처기업부,보통주,500,12275111
KR7376300000,376300,디어유,디어유,"DEAR U Co.,Ltd.",2021.11.10,KOSDAQ,주권,기술성장기업부,보통주,500,20151230
KR7241520006,241520,디에스씨인베스트먼트,DSC인베스트먼트,DSC Investment Inc.,2016.12.19,KOSDAQ,주권,벤처기업부,보통주,500,27811403
KR7109740001,109740,디에스케이,디에스케이,"DSK Co.,Ltd.",2009.9.23,KOSDAQ,주권,우량기업부,보통주,500,27024910
KR7131030009,131030,디에이치피코리아,디에이치피코리아,"DHP KOREA.CO., Ltd",2010.12.3,KOSDAQ,주권,우량기업부,보통주,500,16564797
KR7196490007,196490,디에이테크놀로지,디에이테크놀로지,"DA Technology Co.,Ltd.",2014.11.19,KOSDAQ,주권,벤처기업부,보통주,2500,24054914
KR7066900002,66900,디에이피,디에이피,"DAP Co., Ltd",2004.5.14,KOSDAQ,주권,우량기업부,보통주,500,22744503
KR7127120004,127120,디엔에이링크,디엔에이링크,"DNA Link, Inc",2011.12.26,KOSDAQ,주권,기술성장기업부,보통주,500,16393692
KR7092070002,92070,디엔에프,디엔에프,"DNF Co., Ltd.",2007.11.16,KOSDAQ,주권,우량기업부,보통주,500,11571858
KR7068790005,68790,디엠에스,DMS,"DMS Co.,Ltd.",2004.10.1,KOSDAQ,주권,우량기업부,보통주,500,24573061
KR7134580000,134580,디엠티,디엠티,"Digital Multimedia Technology Co.,Ltd.",2013.11.26,KOSDAQ,주권,중견기업부,보통주,500,11250000
KR7039840004,39840,디오,디오,DIO Corporation,2000.6.29,KOSDAQ,주권,우량기업부,보통주,500,15774309
KR7219550001,219550,디와이디대양,디와이디대양,DYD DAEYANG,2015.7.22,KOSDAQ,주권,중견기업부,보통주,1000,7982786
KR7013570007,13570,디와이보통주,디와이,DY Corporation,1989.5.30,KOSPI,주권,,보통주,500,26319633
KR7210540001,210540,디와이파워보통주,디와이파워,DY POWER Corporation,2015.1.15,KOSPI,주권,,보통주,500,11041708
KR7104460001,104460,디와이피엔에프,디와이피엔에프,"DYPNF CO.,LTD",2009.12.22,KOSDAQ,주권,우량기업부,보통주,500,10713625
KR7079810008,79810,디이엔티,디이엔티,"DE&T Co., Ltd.",2005.1.26,KOSDAQ,주권,중견기업부,보통주,500,13036859
KR7113810006,113810,디젠스,디젠스,"Dgenx Co., Ltd.",2012.11.22,KOSDAQ,주권,벤처기업부,보통주,500,32628051
KR7043360007,43360,디지아이,디지아이,Digital Graphics Incorporation,2001.7.20,KOSDAQ,주권,벤처기업부,보통주,500,9000000
KR7197140007,197140,디지캡,디지캡,DigiCAP,2018.9.7,KOSDAQ,주권,벤처기업부,보통주,500,8607168
KR7106520000,106520,디지탈옵틱,디지탈옵틱,"Digital Optics Co., Ltd.",2012.7.13,KOSDAQ,주권,관리종목(소속부없음),보통주,1000,13159500
KR7068930007,68930,디지털대성,디지털대성,"Digital Daesung Co., Ltd.",2003.10.17,KOSDAQ,주권,우량기업부,보통주,500,29732989
KR7033130006,33130,디지틀조선일보,디지틀조선,DigitalChosun,1997.8.6,KOSDAQ,주권,중견기업부,보통주,500,37115267
KR7105740005,105740,디케이락,디케이락,DK-Lok Corporation,2010.11.12,KOSDAQ,주권,우량기업부,보통주,500,8449912
KR7263020000,263020,디케이앤디,디케이앤디,DK&D,2018.11.20,KOSDAQ,주권,벤처기업부,보통주,500,7763202
KR7290550003,290550,디케이티,디케이티,"DK Tech Co., Ltd.",2018.12.21,KOSDAQ,주권,우량기업부,보통주,500,16462666
KR7007340003,7340,디티알오토모티브보통주,디티알오토모티브,DTR AUTOMOTIVE CORPORATION,1988.9.24,KOSPI,주권,,보통주,500,9994005
KR7187220009,187220,디티앤씨,디티앤씨,"DT&C.co.,ltd.",2014.12.17,KOSDAQ,주권,벤처기업부,보통주,500,11283291
KR7026890004,26890,디피씨보통주,디피씨,DigitalPowerCommunications,1997.11.25,KOSPI,주권,,보통주,500,41678175
KR7163430002,163430,디피코,디피코,DPECO,2018.5.16,KONEX,주권,일반기업부,보통주,500,6281578
KR7131180002,131180,딜리,딜리,"DILLI ILLUSTRATE INC.,",2011.1.31,KOSDAQ,주권,벤처기업부,보통주,100,29350000
KR7315640003,315640,딥노이드,딥노이드,DEEPNOID Inc.,2021.8.17,KOSDAQ,주권,기술성장기업부,보통주,500,4578597
KR7317120004,317120,라닉스,라닉스,RANIX INC.,2019.9.18,KOSDAQ,주권,기술성장기업부,보통주,500,9650500
KR7042510008,42510,라온시큐어,라온시큐어,"RaonSecure Co., Ltd.",2001.1.3,KOSDAQ,주권,벤처기업부,보통주,500,38666746
KR7232680009,232680,라온테크,라온테크,RAONTEC Inc.,2021.6.17,KOSDAQ,주권,기술성장기업부,보통주,500,4905705
KR7300120003,300120,라온피플,라온피플,LaonPeople Inc.,2019.10.18,KOSDAQ,주권,벤처기업부,보통주,500,10518156
KR7171120009,171120,라이온켐텍,라이온켐텍,"LION CHEMTECH CO., Ltd.",2013.11.19,KOSDAQ,주권,중견기업부,보통주,500,18893576
KR7069540003,69540,라이트론,라이트론,LIGHTRON INC.,2004.2.13,KOSDAQ,주권,중견기업부,보통주,500,26061956
KR7285770004,285770,라이프사이언스테크놀로지,라이프사이언스테크놀로지,Life Science Technology,2017.12.21,KONEX,주권,일반기업부,보통주,500,3545380
KR7347700007,347700,라이프시맨틱스,라이프시맨틱스,Life Semantics Corp.,2021.3.23,KOSDAQ,주권,기술성장기업부,보통주,500,10119770
KR7214260002,214260,라파스,라파스,"Raphas Co., Ltd.",2019.11.11,KOSDAQ,주권,기술성장기업부,보통주,500,8594416
KR7115390007,115390,락앤락보통주,락앤락,"LOCK&LOCK CO.,LTD.",2010.1.28,KOSPI,주권,,보통주,500,53007638
KR7200350007,200350,래몽래인,래몽래인,"RaemongRaein.Co.,Ltd",2014.12.24,KONEX,주권,일반기업부,보통주,500,4988519
KR7171010002,171010,램테크놀러지,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",2013.11.18,KOSDAQ,주권,벤처기업부,보통주,500,11606968
KR7084650001,84650,랩지노믹스,랩지노믹스,"LabGenomics. Co., Ltd.",2014.12.16,KOSDAQ,주권,우량기업부,보통주,500,11450097
KR7217500008,217500,러셀,러셀,"RUSSELL CO., LTD.",2015.6.16,KOSDAQ,주권,벤처기업부,보통주,100,31812000
